									
7	4	0.87408	0.00072241	0.0016741	0.0049459	-0.0070027	-0.2631	0.6495	5.0762e+07
									
5	7	0.72527	0.0020605	0.00091548	0.00066982	0.0031921	-0.37392	0.91358	1.8117e+08
									
7	5	0.54191	0.0012795	0.0011025	0.0044833	0.0003719	0.04896	1.0681	5.2829e+07
									
8	4	0.53909	0.0016504	0.00095533	0.0011145	-0.0083306	-0.27488	0.38204	Inf
									
8	6	0.61449	0.00098338	0.0014418	0.0046098	0.0094595	0.30549	0.75952	1.9613e+07
									
6	7	0.90865	0.00058605	0.0023098	0.0037177	-0.0087906	-0.014382	0.44207	1.6107e+07
									
7	6	0.71571	0.001594	0.0016898	0.00063743	-0.0041603	-0.19856	0.89757	2.6615e+08
									
8	5	0.99807	0.0024123	0.00084142	0.0035588	0.0065063	0.38531	0.65643	2.1998e+06
									
5	6	0.90003	0.0014018	0.0013174	0.0013901	0.0025595	0.066389	1.3442	5.5135e+07
									
7	5	0.88746	0.00053081	0.00086963	0.0040057	0.0060673	-0.057398	0.58309	5.8848e+07
									
5	6	0.76917	0.0023841	0.00095184	0.0020091	-0.0013522	-0.031419	0.91417	5.0684e+07
									
7	8	0.93465	0.001237	0.0010934	0.0032795	-0.0025518	0.1842	0.61133	7.4175e+06
									
7	6	0.62994	0.0017955	0.0010161	0.0036444	0.0031372	-0.092305	0.82178	4.0568e+07
									
5	7	0.91291	0.00076395	0.00088953	0.0016784	-0.00092405	-0.10487	1.4608	6.9126e+07
									
5	6	0.69989	0.0019634	0.00072224	0.0020037	-0.001664	-0.21905	0.90893	6.2666e+07
									
8	7	0.50232	0.0021424	0.0013604	0.0027238	0.0066276	-0.24726	0.36353	Inf
									
8	6	0.56803	0.00086702	0.00073484	0.0032444	-0.0078757	0.38613	1.0952	5.1967e+07
									
5	5	0.98095	0.0012063	0.0023468	0.0034419	-0.0021812	-0.098982	0.77932	2.779e+07
									
6	5	0.54222	0.0017982	0.0013777	0.0045092	0.00053752	0.071606	0.80011	1.8688e+07
									
5	8	0.57277	0.0018736	0.00094349	0.0045713	-0.0066566	0.2595	0.55088	1.2386e+07
									
8	7	0.57619	0.00069291	0.0021886	0.00094421	0.0060066	-0.24765	1.1479	8.2474e+07
									
5	6	0.6319	0.00087791	0.0019224	0.0026596	0.0096813	-0.18778	1.4471	6.2673e+07
									
8	6	0.93435	0.00083798	0.0024595	0.0045667	-0.0020148	-0.30351	0.60126	3.876e+07
									
6	6	0.95667	0.0013078	0.00096098	0.0040828	0.0029798	0.13534	1.275	6.3141e+07
									
7	8	0.55333	0.00096956	0.0011222	0.00098043	-0.0065322	0.11581	1.2235	5.95e+07
									
5	5	0.53798	0.0011127	0.0019607	0.0012557	-0.0015433	-0.38199	1.2256	7.2024e+07
									
4	6	0.57248	0.00066225	0.0015157	0.0030952	-0.0032101	-0.31378	0.33499	5.6859e+07
									
5	7	0.59092	0.0019894	0.0017057	0.0027501	-0.0096903	0.093673	1.0471	1.6898e+07
									
4	8	0.7009	0.0013936	0.0023577	0.0027046	-0.0046176	0.075485	0.68058	2.0357e+07
									
4	7	0.95532	0.0010926	0.0010244	0.0038483	-0.001367	-0.16765	1.4295	6.8286e+07
									
7	5	0.77493	0.0020605	0.0013483	0.0041247	-0.00020625	0.067255	1.1189	3.6246e+07
									
8	6	0.72134	0.00061956	0.0013714	0.0037455	-0.0073366	0.28442	1.0137	3.3764e+07
									
7	5	0.59195	0.0021353	0.00097457	0.0027521	-0.0016451	-0.27081	1.0027	6.0815e+07
									
6	7	0.78985	0.0017512	0.0011376	0.0043675	-0.0060376	-0.1249	1.0898	5.8476e+07
									
6	5	0.56166	0.0015215	0.0016571	0.0037071	0.0088547	-0.14982	0.25839	4.7021e+07
									
5	5	0.70863	0.0017886	0.0024262	0.00076828	-0.0039709	-0.061691	1.395	1.8515e+08
									
8	7	0.75662	0.0013717	0.00055844	0.00062903	0.0047572	-0.19142	1.3055	1.5006e+08
									
4	7	0.97239	0.0015657	0.00096319	0.0008215	0.00078253	-0.023261	0.78044	8.2244e+07
									
8	7	0.67548	0.0014736	0.002102	0.0044893	-0.0089465	0.25421	1.0848	1.5145e+07
									
6	7	0.61996	0.001517	0.0014772	0.0049041	0.00095742	-0.059793	1.0942	5.1777e+07
									
4	5	0.74543	0.0012015	0.0014778	0.0028474	0.0039621	0.15676	0.82615	2.6771e+07
									
8	5	0.61998	0.0020897	0.0014177	0.0026199	0.009661	-0.25699	0.73346	3.8361e+07
									
6	5	0.81103	0.0020514	0.001025	0.0015797	0.0084066	0.30372	0.53005	3.9598e+07
									
5	4	0.92652	0.0023588	0.00067103	0.0013232	0.0090326	0.32505	0.56849	1.0854e+08
									
6	6	0.68462	0.001745	0.0012349	0.003751	0.0099816	-0.34496	0.8392	6.383e+07
									
6	7	0.52483	0.0012572	0.0015936	0.0035689	0.004022	-0.32462	0.25144	1.4014e+08
									
8	5	0.66886	0.0022519	0.0018583	0.0041817	-0.0064374	0.11082	0.65309	2.7603e+07
									
7	5	0.95136	0.0021232	0.0015423	0.00069094	0.0033268	0.078819	0.82806	3.213e+08
									
5	6	0.95003	0.0016003	0.001291	0.004179	-0.0074397	-0.37312	1.2309	6.5841e+07
									
5	7	0.74463	0.002378	0.0017481	0.00093529	0.0033306	0.15991	1.2127	8.6902e+07
									
5	8	0.57277	0.0018736	0.00094349	0.0045713	-0.0066566	0.2595	0.55088	1.2386e+07
									
8	5	0.99807	0.0024123	0.00084142	0.0035588	0.0065063	0.38531	0.65643	2.1998e+06
									
7	8	0.93465	0.001237	0.0010934	0.0032795	-0.0025518	0.1842	0.61133	7.4175e+06
									
8	7	0.67548	0.0014736	0.002102	0.0044893	-0.0089465	0.25421	1.0848	1.5145e+07
									
7	6	0.94577	0.0019128	0.00096344	0.0035548	0.0055625	0.33678	0.58965	7.6616e+06
									
5	4	0.54903	0.0020142	0.00089911	0.0037755	0.0010956	0.076046	0.94349	5.4518e+07
									
4	4	0.90085	0.0023384	0.0013291	0.0046415	0.0066673	0.3123	0.53428	6.4807e+06
									
6	5	0.68019	0.0023003	0.00070104	0.0035473	0.0088715	-0.16884	0.48599	4.1422e+07
									
8	7	0.8919	0.0013727	0.0024422	0.0014567	0.0040587	-0.082632	1.3425	5.001e+07
									
6	6	0.59624	0.0018575	0.0014898	0.003109	0.0021476	0.0041699	1.0699	3.404e+07
									
6	5	0.82643	0.0010733	0.0018111	0.0040458	-0.00058198	0.053432	1.102	4.5865e+07
									
8	5	0.90897	0.001728	0.0012202	0.0028968	0.00075374	0.061842	0.85645	9.127e+06
									
6	6	0.66147	0.0022033	0.0010126	0.0023896	-0.001682	-0.066209	0.91986	4.3356e+07
									
6	5	0.71799	0.0016712	0.0015516	0.0029113	-0.004193	-0.32129	1.0809	6.2482e+07
									
7	7	0.73404	0.0023411	0.0013486	0.0036272	-0.0083196	0.28432	1.1102	3.9902e+06
									
7	5	0.59289	0.0021082	0.001467	0.0034669	0.0040429	0.15503	0.65882	2.0352e+07
									
5	8	0.90591	0.00098342	0.00095488	0.0019164	-0.0012526	-0.061672	0.89625	5.4064e+07
									
6	5	0.63494	0.0010954	0.0016277	0.0015123	-0.0016347	0.096262	0.56688	2.619e+07
									
8	8	0.67755	0.00066621	0.0011761	0.00456	-0.0088613	0.25941	1.0813	4.5144e+07
									
6	6	0.79124	0.001868	0.00096466	0.0034384	-2.6577e-05	0.26805	0.4902	1.1381e+07
									
5	6	0.55441	0.0014415	0.0013951	0.00097081	0.0021949	-0.17194	1.2683	7.9626e+07
									
6	7	0.90865	0.00058605	0.0023098	0.0037177	-0.0087906	-0.014382	0.44207	1.6107e+07
									
6	6	0.81892	0.00077029	0.0020447	0.0019721	-0.0054394	-0.004688	0.40116	2.3675e+07
									
6	7	0.56913	0.0018578	0.0023716	0.0045818	-0.0062715	0.25384	0.62768	4.9152e+07
									
6	6	0.92703	0.0007318	0.00082031	0.0030512	-0.0026119	-0.32342	1.2458	6.7229e+07
									
5	8	0.54403	0.0019932	0.0019153	0.0026519	0.00054036	0.099975	1.0418	1.2016e+07
									
8	5	0.57143	0.0020356	0.0023454	0.00058599	-0.0026182	-0.24528	0.51544	Inf
									
7	7	0.67527	0.0014532	0.0022895	0.0037828	0.0020233	0.2459	1.047	1.814e+07
									
6	5	0.96481	0.0013154	0.00084437	0.0016868	-0.0017285	-0.20363	0.53239	5.5051e+07
									
6	6	0.679	0.0016344	0.0011598	0.0039551	0.0016038	-0.38563	0.91432	6.6991e+07
									
8	5	0.85753	0.00074217	0.001744	0.0049987	-0.0059989	-0.18892	0.65686	4.205e+07
									
6	7	0.82393	0.0015134	0.0019204	0.0020845	0.0071443	-0.19306	0.94482	3.4622e+07
									
8	4	0.6732	0.0024899	0.0020881	0.0044754	-0.0087397	0.25792	0.63881	3.5174e+07
									
8	6	0.90168	0.00086918	0.0023369	0.0045755	-0.0078059	0.18435	0.49164	2.4789e+07
									
5	8	0.73974	0.00096358	0.0023124	0.0037193	0.0074817	0.16447	0.64944	2.3786e+07
									
